treat,size,spend,budget
FALSE,small,101.8349,173.9383
FALSE,small,14.3294,8.676300000000001
FALSE,small,10.3092,10.110900000000001
FALSE,small,33.8248,33.6748
FALSE,small,19.2268,19.2255
FALSE,large,55.956700000000005,54.808800000000005
FALSE,large,66.9464,65.5123
FALSE,small,129.3267,114.6781
FALSE,small,108.54180000000001,96.2332
FALSE,small,9.5289,6.1488
FALSE,large,151.1172,142.8775
FALSE,small,346.7871,310.00829999999996
FALSE,large,6.4792000000000005,5.6396
FALSE,large,1504.2934,2087.7799999999997
FALSE,large,20.142799999999998,11.6268
FALSE,large,692.7956,640.5015000000001
FALSE,medium,35.869800000000005,31.8687
FALSE,small,16.7069,15.680499999999999
FALSE,small,39.471900000000005,39.0107
FALSE,large,176.83509999999998,218.8089
FALSE,small,87.8105,61.7415
FALSE,medium,105.2151,103.77380000000001
FALSE,medium,103.60430000000001,160.4328
FALSE,large,40.039500000000004,36.727000000000004
FALSE,small,17.7253,10.538499999999999
FALSE,large,273.45959999999997,287.942
FALSE,small,42.316,26.4802
FALSE,small,70.5312,70.18130000000001
FALSE,large,240003.7661,150377.4644
FALSE,small,24005.5137,22992.7195
FALSE,large,120003.8859,88746.1581
FALSE,large,4394.7871,7064.3135
FALSE,large,134.8467,226.7387
FALSE,small,10.1255,9.026299999999999
FALSE,small,1443.5772,702.0228000000001
FALSE,small,4355.3435,5608.2517
FALSE,small,22.0808,17.3872
FALSE,small,232.94809999999998,229.8406
FALSE,small,5.8429,5.1851
FALSE,small,963.9006,744.3760000000001
FALSE,small,12.905000000000001,11.827000000000002
FALSE,large,1715.728,1596.28
FALSE,large,504.84159999999997,537.0318000000001
FALSE,small,22.9921,21.855
FALSE,large,55.384800000000006,47.4448
FALSE,small,2003.8756,3752.3626999999997
FALSE,small,14.800799999999999,11.7771
FALSE,large,94.2783,113.4633
FALSE,small,14.9651,7.6553
FALSE,large,23.7392,19.9195
FALSE,small,1204.0949,795.6643
FALSE,large,346.8779,328.48539999999997
FALSE,small,424.283,268.2951
FALSE,large,17.4627,15.415299999999998
FALSE,small,27.6652,25.1591
FALSE,small,62.218300000000006,101.0132
FALSE,large,71.29520000000001,69.2174
FALSE,small,96621.2392,65768.52709999999
FALSE,small,1297.1978000000001,1295.9571
FALSE,large,49.4303,49.0503
FALSE,large,14950.446,4493.1771
FALSE,small,18.2053,12.584700000000002
FALSE,small,3347.2648999999997,2767.901
FALSE,small,11.2471,13.759900000000002
FALSE,small,2160.9399,3235.3947
FALSE,small,120.5305,116.8296
FALSE,small,789.9263000000001,351.6669
FALSE,small,89.23270000000001,79.3443
FALSE,small,24.3833,20.6055
FALSE,small,11.9864,7.2196
FALSE,small,103.8339,121.0133
FALSE,small,184.51039999999998,284.3177
FALSE,large,55.3751,49.5578
FALSE,large,61.7792,50.892900000000004
FALSE,small,7.3666,6.535500000000001
FALSE,small,18.3748,12.564699999999998
FALSE,small,9.7271,8.422699999999999
FALSE,small,17.2091,16.1689
FALSE,small,6.0387,4.7671
FALSE,small,40.9041,74.4388
FALSE,large,7205.1048,6792.7420999999995
FALSE,small,41.9118,36.8855
FALSE,large,1403.8175,2362.2142
FALSE,large,1205.1829,1476.6956
FALSE,small,53.806900000000006,43.1717
FALSE,small,7.8691,6.0799
FALSE,medium,21.4152,15.999200000000002
FALSE,small,17.866,16.922
FALSE,large,234.5357,342.7055
FALSE,medium,481.2058,479.8923
FALSE,large,181.1361,175.16029999999998
FALSE,medium,71647.4253,92577.8253
FALSE,small,198.32559999999998,366.4391
FALSE,medium,55.7644,55.2149
FALSE,small,1443.8779,1187.3864
FALSE,small,6004.3456,2615.2054
FALSE,small,215603.58490000002,288323.1732
FALSE,small,104.80720000000001,149.69719999999998
FALSE,small,27.5217,26.2153
FALSE,large,381.4393,355.8966
FALSE,large,68.4668,65.0805
FALSE,large,58.2417,56.5016
FALSE,small,16805.3707,15761.107600000001
FALSE,small,43.718900000000005,42.7128
FALSE,large,139.5111,137.6883
FALSE,small,58.9821,58.7124
FALSE,small,18.2397,16.0578
FALSE,small,6.9697,5.7678
FALSE,large,15.644000000000002,13.3213
FALSE,large,94.4107,129.9168
FALSE,large,197.8027,189.8116
FALSE,large,687.0624,679.0442
FALSE,small,2717.1245999999996,2649.7198999999996
FALSE,medium,106.3285,100.3319
FALSE,large,413.6656,401.2106
FALSE,large,10.4214,9.650400000000001
FALSE,large,48004.4945,44578.5369
FALSE,large,454.8696,604.7581
FALSE,small,45.9365,45.918000000000006
FALSE,large,5007.1383,7056.9392
FALSE,large,26.2925,25.0506
FALSE,small,14.124600000000001,13.923000000000002
FALSE,small,56.569900000000004,39.7657
FALSE,small,38.9285,30.7071
FALSE,large,177.1976,166.6334
FALSE,medium,79.6237,78.0384
FALSE,small,963.6358,853.3766
FALSE,small,54.0871,51.5371
FALSE,large,53.8448,45.492000000000004
FALSE,small,55.880300000000005,48.7233
FALSE,small,985.1862000000001,577.7859000000001
FALSE,large,77.1674,131.87089999999998
FALSE,small,9.666,8.2452
FALSE,small,55.485600000000005,55.182500000000005
FALSE,small,46.452400000000004,33.4878
FALSE,large,298.5457,291.82759999999996
FALSE,small,284.519,276.2545
FALSE,small,25.1598,24.6196
FALSE,large,4351.4329,4344.3879
FALSE,small,724.0349,594.3657000000001
FALSE,large,88.4882,73.8313
FALSE,small,10.4292,6.0322
FALSE,large,8.9467,6.7158999999999995
FALSE,small,13.5592,8.7908
FALSE,small,104.2153,103.93
FALSE,large,94.6091,96.00670000000001
FALSE,small,62649.4969,59053.667499999996
FALSE,small,10.6867,10.344899999999999
FALSE,small,1212.7619,1080.2098
FALSE,small,15.525500000000001,10.701699999999999
FALSE,medium,314.3314,305.4157
FALSE,small,25.7838,16.2879
FALSE,large,18949.2243,6470.7253
FALSE,small,5.774,5.3631
FALSE,large,33.9642,33.0778
FALSE,large,93.77890000000001,89.7701
FALSE,small,19.66,16.736
FALSE,medium,39.260200000000005,38.7599
FALSE,small,13.8172,10.2534
FALSE,small,44.752100000000006,32.3592
FALSE,small,16.2296,12.952300000000001
FALSE,large,23.935299999999998,14.390699999999999
FALSE,small,9.8467,12.845200000000002
FALSE,small,21600.9402,21568.1642
FALSE,large,22.8512,18.2657
FALSE,small,24.775199999999998,19.752
FALSE,small,204.09169999999997,202.63989999999998
FALSE,large,12.822500000000002,19.673
FALSE,small,103.45530000000001,157.3509
FALSE,medium,14.002099999999999,9.364
FALSE,small,28.936999999999998,49.2385
FALSE,small,13.4986,12.0474
FALSE,large,74.6294,71.0895
FALSE,small,9.5602,5.9971
FALSE,small,74.7903,72.4578
FALSE,small,50.050900000000006,41.875
FALSE,large,27.7354,43.3035
FALSE,small,6475.992,6190.4078
FALSE,large,600.577,578.1582000000001
FALSE,medium,153.70399999999998,152.8544
FALSE,small,24.8815,20.2396
FALSE,small,34.029,29.7734
FALSE,medium,39.512800000000006,39.219300000000004
FALSE,small,33.158500000000004,30.247999999999998
FALSE,large,55.2547,53.864200000000004
FALSE,large,4240.4568,8410.0576
FALSE,small,10.9225,10.2519
FALSE,small,29.6688,20.6282
FALSE,small,11.7057,8.8488
FALSE,large,115.4996,114.5468
FALSE,small,633.5555,450.2295
FALSE,large,542.5059,954.6877000000001
FALSE,small,34.252900000000004,33.0743
FALSE,small,28.5174,26.8192
FALSE,large,354.7222,340.40729999999996
FALSE,small,7.924300000000001,7.351100000000001
FALSE,small,8.899799999999999,6.0334
FALSE,large,240.3981,320.5112
FALSE,small,54.8577,54.7943
FALSE,medium,133.5947,129.5206
FALSE,small,31.4516,16.0925
FALSE,small,184.52419999999998,283.8857
FALSE,large,18387.694,18268.5945
FALSE,large,104.1644,93.1502
FALSE,medium,36756.064999999995,58614.981199999995
FALSE,small,669.7294,881.3965000000001
FALSE,small,44.119,35.808600000000006
FALSE,small,20.6309,20.4509
FALSE,small,9.7212,8.1603
FALSE,small,39.060100000000006,38.843500000000006
FALSE,small,29.932,27.2368
FALSE,small,17.372,11.1234
FALSE,small,13.4054,9.6829
FALSE,large,150.9594,138.6564
FALSE,medium,103.586,99.4902
FALSE,large,94.5121,121.8186
FALSE,small,10.0754,5.1054
FALSE,small,16.8169,11.0053
FALSE,large,53.3337,47.6297
FALSE,small,36.246,35.5465
FALSE,large,29.5316,16.743100000000002
FALSE,large,138.58829999999998,104.7891
FALSE,small,39.893100000000004,33.9841
FALSE,small,84.0697,83.2595
FALSE,small,4701.152599999999,2929.3529
FALSE,small,53.9774,95.6752
FALSE,large,441.5954,408.06
FALSE,small,26.3174,40.9692
FALSE,small,7.1805,5.2342
FALSE,large,93.6117,138.5685
FALSE,small,12.0045,10.2333
FALSE,medium,204.0709,181.98329999999999
FALSE,small,51.0805,49.743300000000005
FALSE,medium,101.3283,99.0483
FALSE,large,344.49719999999996,328.6015
FALSE,large,1004.7813000000001,1002.7478000000001
FALSE,small,9.7364,7.1139
FALSE,large,27.9954,24.3177
FALSE,small,11584.6947,11342.3899
FALSE,small,16.343700000000002,10.8311
FALSE,small,23.9474,23.4208
FALSE,small,16.8031,16.7906
FALSE,small,29.5641,26.3629
FALSE,small,6304.5678,4120.3763
FALSE,large,20.5836,8.8156
FALSE,small,104.09740000000001,192.8036
FALSE,large,13.950700000000001,11.4291
FALSE,small,176.146,173.7765
FALSE,small,94.07000000000001,91.1253
FALSE,large,147.4819,144.73389999999998
FALSE,small,32.6022,32.1392
FALSE,large,18.1644,9.264199999999999
FALSE,small,5.1864,4.7434
FALSE,small,13.305900000000001,10.348500000000001
FALSE,large,145.3036,122.2509
FALSE,large,2003.7814,2125.4267999999997
FALSE,large,2417.6184,2430.1043999999997
FALSE,large,565.2544,761.9000000000001
FALSE,small,403.8458,499.803
FALSE,small,20.2435,19.6242
FALSE,small,7.6906,7.0120000000000005
FALSE,small,1847.2636,1659.6137
FALSE,large,348.6765,318.39349999999996
FALSE,small,77.6359,86.8169
FALSE,large,68.7543,66.5529
FALSE,small,2416.3307,2263.1744999999996
FALSE,small,309.795,591.7199
FALSE,large,104.96130000000001,155.1052
FALSE,large,783.9019000000001,762.0268000000001
FALSE,large,542.816,974.7967000000001
FALSE,small,5.7396,4.292
FALSE,large,1148.4853,1944.2937
FALSE,small,50.317600000000006,39.1858
FALSE,small,2403.7599,483.512
FALSE,medium,162.0975,161.034
FALSE,large,35.3688,26.147199999999998
FALSE,medium,26.642599999999998,25.317999999999998
FALSE,small,950.2029,757.614
FALSE,small,18.5011,6.4992
FALSE,small,24.3598,15.752199999999998
FALSE,small,2404.7536,1552.0189
FALSE,large,20963.7117,6737.098
FALSE,large,229.5274,217.7868
FALSE,medium,200.7739,191.97369999999998
FALSE,small,6.289,5.483700000000001
FALSE,medium,208.6478,185.3012
FALSE,small,7.6513,4.2903
FALSE,small,65.5753,64.8139
FALSE,large,14950.3304,5053.1014
FALSE,medium,50.1588,60.9144
FALSE,medium,38.8402,37.7533
FALSE,large,79.0353,76.5881
FALSE,small,183.48129999999998,189.5761
FALSE,small,14.6253,10.7002
FALSE,small,18.0573,16.8738
FALSE,small,12005.483400000001,10817.5656
FALSE,small,6.531700000000001,5.9119
FALSE,medium,17.2389,14.2225
FALSE,small,104.0177,96.5745
FALSE,large,1004.4938000000001,983.2843
FALSE,small,29.1613,18.3355
FALSE,large,49.6017,88.11370000000001
FALSE,medium,18005.495600000002,17783.737100000002
FALSE,large,1405.0686,1328.6084
FALSE,small,18.7369,6.5074000000000005
FALSE,small,19.8168,19.1018
FALSE,large,606.524,602.1759000000001
FALSE,small,15.1128,12.409400000000002
FALSE,small,58.1811,58.0767
FALSE,small,51.117900000000006,49.0105
FALSE,large,100.262,82.31230000000001
FALSE,small,3603.9053999999996,723.5411
FALSE,large,24437.3111,21873.9804
FALSE,small,29.5808,27.5886
FALSE,large,663.269,626.1320000000001
FALSE,large,8.5991,7.8426
FALSE,small,2404.395,2316.8037
FALSE,small,30.2093,30.0842
FALSE,large,1004.9751,978.6285
FALSE,large,277048.7958,479885.3282
FALSE,large,70265.2273,66947.1826
FALSE,large,106.3412,88.10560000000001
FALSE,small,72.7583,70.6028
FALSE,medium,505.1353,872.7651000000001
FALSE,small,7649.4347,6997.0993
FALSE,medium,92.5814,146.68959999999998
FALSE,small,27.5579,8.2716
FALSE,small,49.612100000000005,85.1165
FALSE,small,20.834,17.845
FALSE,large,81.3199,79.4605
FALSE,small,12006.4523,11714.9768
FALSE,large,155.43779999999998,147.3887
FALSE,small,18.8809,12.442900000000002
FALSE,small,28.482499999999998,27.1553
FALSE,large,205.4879,267.7434
FALSE,large,2663.0895,2582.0208
FALSE,small,19.4482,15.062999999999999
FALSE,large,1504.8619,2123.2001
FALSE,small,31.9697,31.0575
FALSE,small,30.5432,29.8254
FALSE,large,47.767,47.031000000000006
FALSE,large,2030.3331,1943.4487000000001
FALSE,large,11259.4253,17273.7876
FALSE,large,389.47159999999997,758.7253000000001
FALSE,small,184.1761,300.5895
FALSE,large,191.63549999999998,191.55059999999997
FALSE,small,304.9282,497.93039999999996
FALSE,small,404.0134,399.4126
FALSE,large,447.4097,413.3802
FALSE,large,65.2635,89.8826
FALSE,small,14.439599999999999,13.898299999999999
FALSE,large,114.8319,112.8963
FALSE,small,204.74169999999998,202.6918
FALSE,medium,1794.035,1856.9239
FALSE,large,99.91380000000001,96.8968
FALSE,small,53.9437,90.771
FALSE,small,2181.5182,1506.8784
FALSE,small,16.2705,11.902899999999999
FALSE,large,195.8391,173.8603
FALSE,medium,49.5482,52.0523
FALSE,small,19.522399999999998,8.8813
FALSE,small,115.5265,100.0931
FALSE,small,82.1414,70.38080000000001
FALSE,small,22.485799999999998,21.9922
FALSE,small,8.4617,7.7623
FALSE,medium,683.7689,682.0179
FALSE,large,61.708400000000005,60.4408
FALSE,medium,23.0235,22.2575
FALSE,small,23.8096,15.302499999999998
FALSE,small,61.5769,46.0713
FALSE,large,204.9739,211.1045
FALSE,small,6454.9523,1293.7505
FALSE,small,105.32990000000001,96.08760000000001
FALSE,large,27.9869,19.8431
FALSE,small,63.562200000000004,56.6492
FALSE,large,2245.4231999999997,2162.1609
FALSE,large,73.32770000000001,67.4815
FALSE,small,1204.0117,243.5623
FALSE,small,8.530100000000001,8.3817
FALSE,large,47.3325,12.9405
FALSE,large,83.6465,75.6446
FALSE,small,10.998000000000001,9.4529
FALSE,small,25.2836,34.3146
FALSE,medium,201.80499999999998,163.4064
FALSE,large,22.1119,20.1576
FALSE,small,15.636700000000001,14.2134
FALSE,small,25.3232,24.8874
FALSE,large,1604.1062,2146.7547999999997
FALSE,small,8.7066,7.4792000000000005
FALSE,large,446.5917,422.5566
FALSE,small,54.193600000000004,53.612700000000004
FALSE,large,148.8089,148.6452
FALSE,small,69.7214,56.105900000000005
FALSE,small,185.837,209.53979999999999
FALSE,medium,104.1633,99.0506
FALSE,medium,56.5668,55.842600000000004
FALSE,large,23921.3604,14174.087800000001
FALSE,large,33.3325,29.2648
FALSE,small,23.4898,38.8462
FALSE,large,334.31,412.4712
FALSE,large,655.6594,625.1133000000001
FALSE,medium,48.7137,74.1932
FALSE,small,11.350100000000001,7.8443000000000005
FALSE,small,270.59139999999996,261.4661
FALSE,small,5617.831,4829.5538
FALSE,large,143.7199,134.5213
FALSE,medium,11.0373,8.389
FALSE,small,1203.5943,243.47889999999998
FALSE,large,153.8758,146.1092
FALSE,small,19.2334,11.967500000000001
FALSE,small,19.1395,27.7427
FALSE,medium,30.6117,28.5185
FALSE,small,100.49130000000001,85.5628
FALSE,small,114.1053,100.334
FALSE,large,38.697100000000006,35.9187
FALSE,small,203.50719999999998,184.75629999999998
FALSE,small,12.690100000000001,8.7582
FALSE,medium,13.517399999999999,7.694
FALSE,small,96.0305,78.5336
FALSE,large,524.3561000000001,831.4483
FALSE,medium,121.0976,155.753
FALSE,small,53.8752,53.314
FALSE,large,367.488,323.6814
FALSE,small,7.912,7.2347
FALSE,large,130.2373,129.3149
FALSE,small,14.642199999999999,12.619499999999999
FALSE,small,66.191,92.1496
FALSE,large,453.8227,557.1955
FALSE,small,10820.0624,10521.499300000001
FALSE,small,8.479800000000001,5.7153
FALSE,large,262.7844,321.2872
FALSE,medium,103.54950000000001,184.89329999999998
FALSE,large,20.1496,18.6388
FALSE,small,9203.7693,9202.313300000002
FALSE,large,204.4791,199.78379999999999
FALSE,large,1003.7335,858.1345
FALSE,small,546.1722000000001,532.114
FALSE,small,33.016600000000004,29.4936
FALSE,large,201.1051,193.2105
FALSE,large,54.6054,35.309400000000004
FALSE,large,1504.8288,2655.5633
FALSE,large,81.0286,76.2908
FALSE,large,80.3805,79.75500000000001
FALSE,large,717.9223000000001,698.9296
FALSE,small,11.845099999999999,5.1290000000000004
FALSE,small,7.6444,6.736000000000001
FALSE,large,118.3182,119.6861
FALSE,large,174.69469999999998,163.53799999999998
FALSE,small,43121.536799999994,32665.610500000003
FALSE,small,9.5929,8.8976
FALSE,large,560.9074,540.3280000000001
FALSE,large,928.3927,896.1718000000001
FALSE,large,96.0918,86.6841
FALSE,medium,104.4987,97.7803
FALSE,small,3604.671,3046.189
FALSE,small,11.636299999999999,8.600200000000001
FALSE,small,2355.4051999999997,2256.8871999999997
FALSE,small,91.5115,85.8733
FALSE,large,574.8032000000001,560.0675
FALSE,small,18.2075,16.0578
FALSE,small,792.1822000000001,527.1408
FALSE,medium,90060.3526,177232.4187
FALSE,small,19203.486,11430.7135
FALSE,large,146.82,127.8276
FALSE,medium,18.7834,17.8237
FALSE,small,4805.8315999999995,1473.8657
FALSE,large,46.285000000000004,84.5404
FALSE,large,56.747600000000006,50.140800000000006
FALSE,large,13.9509,11.481300000000001
FALSE,small,127.94590000000001,126.6593
FALSE,small,53.8693,53.609700000000004
FALSE,small,55.7789,37.5463
FALSE,large,120.6132,117.2206
FALSE,small,8403.5843,7824.593
FALSE,small,53.6709,51.388200000000005
FALSE,large,864.7841000000001,858.4274
FALSE,small,64677.2325,64619.364299999994
FALSE,small,101769.22039999999,99601.6388
FALSE,small,15.3995,11.617799999999999
FALSE,large,199.90109999999999,191.03549999999998
FALSE,large,217.7003,214.4767
FALSE,small,22.5378,32.6221
FALSE,small,23.445899999999998,7.4492
FALSE,small,15.494,5.8588000000000005
FALSE,small,43.8868,56.1454
FALSE,small,31.3966,19.0464
FALSE,small,15.506800000000002,13.093599999999999
FALSE,small,1205.6544000000001,964.4995
FALSE,small,3606.0991999999997,3574.0207
FALSE,small,204.1052,329.5515
FALSE,large,71.2534,69.8934
FALSE,large,23.4424,19.5674
FALSE,small,24.5367,35.885600000000004
FALSE,small,7206.937,4431.8056
FALSE,small,30006.769500000002,20725.032600000002
FALSE,small,11.4556,11.2073
FALSE,small,20.9641,16.5715
FALSE,small,10.2229,9.1829
FALSE,large,287.2172,277.8145
FALSE,small,13.4712,9.353100000000001
FALSE,small,6494.2806,10560.977700000001
FALSE,small,95.2539,37.5015
FALSE,medium,49.4727,48.3695
FALSE,small,10.096499999999999,7.9946
FALSE,small,38.8237,61.709
FALSE,small,11.2095,9.6281
FALSE,small,9.4868,8.6342
FALSE,small,59.4318,76.0451
FALSE,small,49.712300000000006,49.1385
FALSE,small,13.058599999999998,9.298300000000001
FALSE,large,170.37349999999998,161.3799
FALSE,small,19.917099999999998,11.683499999999999
FALSE,small,46.4469,43.9474
FALSE,large,113.4949,106.9783
FALSE,small,89.7624,73.051
FALSE,small,50.359300000000005,44.735200000000006
FALSE,large,83.7155,82.9612
FALSE,small,61.8136,53.452000000000005
FALSE,small,1203.5473,718.9963
FALSE,small,33.9514,18.7563
FALSE,large,35.447900000000004,34.9452
FALSE,medium,41.4241,33.292500000000004
FALSE,small,11.6449,10.1161
FALSE,medium,93.9259,108.0727
FALSE,large,42.0245,27.2872
FALSE,small,10.0591,9.902000000000001
FALSE,small,34.4515,33.6582
FALSE,small,104.8278,97.8006
FALSE,large,52.345600000000005,42.965500000000006
FALSE,small,23.9411,20.7091
FALSE,large,4462.948899999999,4292.1044
FALSE,small,10.1479,7.2364
FALSE,small,104.9534,101.8086
FALSE,large,95.7943,152.0657
FALSE,large,148.85399999999998,144.91649999999998
FALSE,small,5.7923,4.6474
FALSE,large,66.4791,65.9945
FALSE,small,26.433699999999998,12.440999999999999
FALSE,small,183.7303,257.1188
FALSE,small,184.7089,314.0147
FALSE,large,94.5485,94.1693
FALSE,small,12003.4779,9751.302800000001
FALSE,large,233.49349999999998,220.42249999999999
FALSE,small,43.1407,40.659000000000006
FALSE,large,53.851200000000006,50.346900000000005
FALSE,small,7.9832,6.979900000000001
FALSE,small,2790.5137,2340.2700999999997
FALSE,large,668.22,1197.9185
FALSE,medium,307.9146,283.3064
FALSE,small,19.4444,18.8943
FALSE,small,1204.0214,1128.2476000000001
FALSE,small,48.789500000000004,39.1846
FALSE,large,225.9656,212.91479999999999
FALSE,small,105.3463,84.3271
FALSE,small,10.5473,9.4787
FALSE,large,45.028600000000004,42.0647
FALSE,large,64.1918,48.232400000000005
FALSE,large,1756.0947,1645.2187000000001
FALSE,small,40.504200000000004,34.961800000000004
FALSE,small,56.3815,55.537400000000005
FALSE,small,44.4238,38.6736
FALSE,large,353.2673,336.46639999999996
FALSE,large,6.7918,5.8963
FALSE,large,157.932,180.5939
FALSE,small,128.0465,126.3368
FALSE,large,114.351,100.5857
FALSE,small,25903.1944,33756.7066
FALSE,small,6.4638,4.7034
FALSE,large,1205.9053000000001,2074.83
FALSE,large,39.1754,38.324000000000005
FALSE,medium,15.2698,12.8356
FALSE,small,9.1264,6.6147
FALSE,small,563.5855,508.5148
FALSE,small,45.7117,74.76820000000001
FALSE,large,48004.190899999994,31492.1577
FALSE,medium,38.655,37.9857
FALSE,small,16.1866,24.0137
FALSE,small,19.3051,16.693
FALSE,small,11.8432,8.7568
FALSE,large,93.233,81.6006
FALSE,small,14.2638,11.5715
FALSE,small,205.48899999999998,289.5123
FALSE,small,16.9392,12.130600000000001
FALSE,small,27.3022,25.5567
FALSE,small,12004.207600000002,15144.2103
FALSE,large,94.7411,162.64579999999998
FALSE,large,127.67920000000001,126.0718
FALSE,small,13.2915,10.5876
FALSE,small,21.6314,35.0751
FALSE,small,20.7213,15.025500000000001
FALSE,large,1807.0793,1708.4468
FALSE,small,40.6541,31.6147
FALSE,small,14.455000000000002,18.8826
FALSE,large,92.5567,88.87480000000001
FALSE,small,64.4186,93.80630000000001
FALSE,small,28.6353,23.4242
FALSE,small,1229.2895,524.8547000000001
FALSE,large,312.2532,296.7493
FALSE,small,4.8628,4.4282
FALSE,small,315.8536,65.9307
FALSE,small,12005.856600000001,9252.5836
FALSE,large,539078.8707,700795.9661999999
FALSE,small,54.137800000000006,53.049800000000005
FALSE,large,192006.3279,143393.0228
FALSE,small,104.3646,102.6089
FALSE,small,25.535,21.256999999999998
FALSE,small,204.84769999999997,203.44379999999998
FALSE,small,63.5591,53.110400000000006
FALSE,medium,720.9261,700.1105
FALSE,large,153.6464,180.30409999999998
FALSE,small,11.8564,10.8351
FALSE,large,80.2082,70.7296
FALSE,small,16.7612,16.3923
FALSE,large,95.0947,124.8352
FALSE,large,1318.3752,2618.0895
FALSE,small,6.7917000000000005,5.9826
FALSE,medium,166.41,196.01569999999998
FALSE,medium,9.850200000000001,9.0088
FALSE,small,7204.348,5752.4154
FALSE,medium,103.6399,103.18
FALSE,large,91.8267,89.4093
FALSE,small,184.2385,201.55599999999998
FALSE,small,7.7392,6.104900000000001
FALSE,small,17.8796,10.8538
FALSE,large,6.5951,5.735
FALSE,small,2946.0242,1228.3937
FALSE,medium,12004.0609,10613.175000000001
FALSE,medium,17.7928,15.220300000000002
FALSE,small,10.1907,9.2246
FALSE,small,34.2533,46.2629
FALSE,small,6003.8346,5746.1712
FALSE,small,123.4778,238.22639999999998
FALSE,large,348.34839999999997,336.7735
FALSE,small,25.4557,24.321099999999998
FALSE,large,1087.1235000000001,1185.0453
FALSE,large,104.2379,103.5033
FALSE,medium,21.955099999999998,18.4395
FALSE,small,103.5553,174.43769999999998
FALSE,large,905.5926000000001,1154.5932
FALSE,large,109.8763,107.38170000000001
FALSE,small,18.686,17.3766
FALSE,small,15.112000000000002,5.7824
FALSE,small,18.8489,11.522200000000002
FALSE,small,5236.2308,4445.8588
FALSE,small,15.7362,13.463000000000001
FALSE,large,97.1628,96.306
FALSE,large,264.0012,263.625
FALSE,small,14.181000000000001,13.618400000000001
FALSE,small,1005.869,943.945
FALSE,large,21.7092,38.752700000000004
FALSE,small,30.8748,27.1892
FALSE,medium,54.9386,43.273500000000006
FALSE,small,32.2757,31.4164
FALSE,small,66.0379,54.673100000000005
FALSE,small,11.5365,9.1037
FALSE,small,75.2105,69.6861
FALSE,small,6.107200000000001,5.0655
FALSE,small,13.035,10.1274
FALSE,small,186.25529999999998,269.1705
FALSE,small,97.4243,95.8431
FALSE,small,35.781200000000005,9.9162
FALSE,small,15.094000000000001,11.3769
FALSE,small,25.0353,24.613699999999998
FALSE,small,16.3233,13.3977
FALSE,small,14.323699999999999,14.1112
FALSE,small,32.6546,23.6821
FALSE,small,13.633600000000001,11.5993
FALSE,small,9.4634,12.456199999999999
FALSE,small,83.8409,77.52420000000001
FALSE,small,19.7111,17.6329
FALSE,small,24.6131,24.0331
FALSE,small,325.91249999999997,304.0553
FALSE,small,7.3311,4.8015
FALSE,large,29.4488,18.4867
FALSE,medium,43.0291,41.734300000000005
FALSE,small,12.666799999999999,10.3351
FALSE,small,21.9625,18.0188
FALSE,medium,34.8469,30.285
FALSE,small,15.788699999999999,14.555700000000002
FALSE,small,62.7449,62.563700000000004
FALSE,small,2403.8500999999997,3585.8801
FALSE,large,542.6321,586.9124
FALSE,large,46636.996399999996,52383.731199999995
FALSE,small,18.5523,17.7779
FALSE,small,35.294200000000004,33.5006
FALSE,medium,127.7609,126.82560000000001
FALSE,large,25347.1318,35166.926
FALSE,small,34.3483,30.1999
FALSE,large,253.8622,435.90479999999997
FALSE,small,964.8239000000001,881.8573
FALSE,large,60.0962,48.055400000000006
FALSE,large,154.49239999999998,148.1806
FALSE,small,9.3961,6.2394
FALSE,large,37.6405,30.1591
FALSE,large,37.768,37.541700000000006
FALSE,small,15.478200000000001,10.625900000000001
FALSE,small,3003.8605,3114.5299999999997
FALSE,medium,27.0212,43.789100000000005
FALSE,large,79.8751,147.618
FALSE,small,9.3551,6.7681000000000004
FALSE,medium,74.6345,68.786
FALSE,small,11.2137,6.9670000000000005
FALSE,small,12.125,10.5306
FALSE,large,47.7445,47.5583
FALSE,large,17.8443,13.89
FALSE,medium,204.8535,401.1587
FALSE,large,233.39229999999998,222.3956
FALSE,small,10.605,4.881
FALSE,small,5.2816,4.7004
FALSE,small,792.1602,1486.932
FALSE,large,659.3185000000001,1226.1476
FALSE,large,54.999700000000004,38.792300000000004
FALSE,small,10.0519,7.254
FALSE,large,386.1041,379.8954
FALSE,large,188.7107,193.84019999999998
FALSE,small,36.8954,34.517
FALSE,large,3923.2934999999998,3504.9206999999997
FALSE,large,163.64679999999998,152.0976
FALSE,large,45.278000000000006,33.6015
FALSE,large,23.3969,16.641000000000002
FALSE,small,965.5783,951.3825
FALSE,small,9.2118,5.377800000000001
FALSE,small,8.9773,8.016300000000001
FALSE,small,14.4647,12.6917
FALSE,medium,156.4684,156.15689999999998
FALSE,small,24.5699,24.044999999999998
FALSE,large,110.1935,110.1326
FALSE,small,6004.174599999999,11462.261400000001
FALSE,medium,120.86840000000001,150.43679999999998
FALSE,small,90.4871,79.2148
FALSE,large,241.14409999999998,215.07459999999998
FALSE,small,1686.7973,1615.3203
FALSE,small,166.7757,164.9314
FALSE,small,32.371500000000005,26.1498
FALSE,small,360.3197,234.7738
FALSE,large,87.5643,83.2165
FALSE,small,24.2202,20.761599999999998
FALSE,medium,1894.5819000000001,1432.5502000000001
FALSE,small,9.1555,8.0989
